original_index,age_refined,persona_text,model_name,subject,relation,object,regime
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,beautiful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,freed,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is,unfamiliar,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_for,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,death,is_at_stake,dragon,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,opposes,death,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,thankful,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rides_through,forest,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight_vs_dragon_battle,involves,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,travels_through,country,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,frees,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,kills,dragon,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wears,armor,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,sees,dragon,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,thankful,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,forest,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fought_for,death,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,beautiful,beautiful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is thankful to,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,describes,unfamiliar,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,rides through,forest,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wears,armor,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,has,horse,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,killed,dragon,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_scornched_by,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_damage_by,scorch,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,kills,dragon,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights_with,dragon,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,has,armor,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,thankful,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,has_armor_destroyed_by,dragon,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,hurries_after,dragon,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_scorned_by,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_involved_in,knight_vs_dragon_fight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,death,is_at_stake_in,knight_vs_dragon_fight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,is_involved_in,knight_vs_dragon_fight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,thankful,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is thankful to,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,hurried_after,dragon,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fought_for,death,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,rode_through,forest,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_toward,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_free,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_damaged_by,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_scorched_by,armor,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,armor,scorched,scorched,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,thankful,describes,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_married_to,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_free,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fights_for,life,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,life,is_at_stake_in,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
0,12,a middle school student from Uganda,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,unfamiliar,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
1,12,a rebellious middle school student who is uninterested in learning about extinct creatures,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,thankful,knight,secondary
2,12,A creative middle schooler who has started a cooking vlog using the new kitchen,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,describes,unfamiliar,secondary
2,12,A creative middle schooler who has started a cooking vlog using the new kitchen,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appeared,country,secondary
2,12,A creative middle schooler who has started a cooking vlog using the new kitchen,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
2,12,A creative middle schooler who has started a cooking vlog using the new kitchen,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
2,12,A creative middle schooler who has started a cooking vlog using the new kitchen,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,was_thankful_for,princess,secondary
2,12,A creative middle schooler who has started a cooking vlog using the new kitchen,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,princess,secondary
2,12,A creative middle schooler who has started a cooking vlog using the new kitchen,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,was_thankful_to,knight,secondary
3,12,A curious middle school student who is fascinated by rocks and minerals,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
3,12,A curious middle school student who is fascinated by rocks and minerals,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,secondary
3,12,A curious middle school student who is fascinated by rocks and minerals,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,secondary
3,12,A curious middle school student who is fascinated by rocks and minerals,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,fought_for,death,secondary
3,12,A curious middle school student who is fascinated by rocks and minerals,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,secondary
3,12,A curious middle school student who is fascinated by rocks and minerals,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,forms_a_royal_couple_with,princess,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,true,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,hero,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,forest,is,wooded,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,married,true,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_married_to,knight,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,forms_a_royal_couple_with,knight,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
4,12,A middle school student seeking guidance on how to improve their computer skills for school assignments,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,engages_in_battle_with,dragon,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears_in,king arthur,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,young,is_fascinated_by,legend,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,attends,wedding_ceremony,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,marries,princess,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,royal,true,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,unfamiliar,describes,knight,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,attends,wedding_ceremony,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,royal,true,secondary
5,12,A curious middle school student fascinated by the tales of King Arthur,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
6,12,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
6,12,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thankful_to,princess,secondary
6,12,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,beautiful,secondary
6,12,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,wants_to_marry,princess,secondary
6,12,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
6,12,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_married_to,knight,secondary
6,12,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
7,12,A student at Mountain Logan Middle School (MLMS),Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_thanked_by,princess,secondary
7,12,A student at Mountain Logan Middle School (MLMS),Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,kidnapping,princess,secondary
7,12,A student at Mountain Logan Middle School (MLMS),Qwen/Qwen3-30B-A3B-Instruct-2507,armor,is_damaged_by,dragon,secondary
7,12,A student at Mountain Logan Middle School (MLMS),Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,attends,Mountain Logan Middle School,secondary
7,12,A student at Mountain Logan Middle School (MLMS),Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
7,12,A student at Mountain Logan Middle School (MLMS),Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
8,12,An ambitious 7th grade student who loves to learn but struggles with dyscalculia,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,thankful,secondary
8,12,An ambitious 7th grade student who loves to learn but struggles with dyscalculia,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,fights_against,dragon,secondary
8,12,An ambitious 7th grade student who loves to learn but struggles with dyscalculia,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,secondary
8,12,An ambitious 7th grade student who loves to learn but struggles with dyscalculia,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,unfamiliar,secondary
8,12,An ambitious 7th grade student who loves to learn but struggles with dyscalculia,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,married,knight,secondary
8,12,An ambitious 7th grade student who loves to learn but struggles with dyscalculia,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
8,12,An ambitious 7th grade student who loves to learn but struggles with dyscalculia,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is,young,secondary
9,12,an Israeli student attending Stephen Lewis Secondary School,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
9,12,an Israeli student attending Stephen Lewis Secondary School,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
9,12,an Israeli student attending Stephen Lewis Secondary School,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is,thankful,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,describes,unfamiliar,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,dragon,appears,unfamiliar,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,is_thankful_to,knight,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,describes,thankful,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_married_to,princess,secondary
10,12,A middle school student who dislikes mathematics.,Qwen/Qwen3-30B-A3B-Instruct-2507,thankful,describes,princess,secondary
11,12,A fellow middle school dancer who also wears braces and shares tips and advice on how to maintain oral hygiene and confidence,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,attends,wedding ceremony,secondary
11,12,A fellow middle school dancer who also wears braces and shares tips and advice on how to maintain oral hygiene and confidence,Qwen/Qwen3-30B-A3B-Instruct-2507,princess,marries,knight,secondary
11,12,A fellow middle school dancer who also wears braces and shares tips and advice on how to maintain oral hygiene and confidence,Qwen/Qwen3-30B-A3B-Instruct-2507,young knight,has,horse,secondary
11,12,A fellow middle school dancer who also wears braces and shares tips and advice on how to maintain oral hygiene and confidence,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,is_unfamiliar_with,country,secondary
11,12,A fellow middle school dancer who also wears braces and shares tips and advice on how to maintain oral hygiene and confidence,Qwen/Qwen3-30B-A3B-Instruct-2507,knight,unfamiliar,country,secondary
