global_persona_index,age,persona_text,item_id,condition,score
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,6,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,28,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,28,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,28,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,17,control,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,17,predictive,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,17,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,1,control,1
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,1,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,1,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,10,control,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,10,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,10,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,19,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,19,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,19,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,26,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,26,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,26,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,8,control,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,8,predictive,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,8,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,21,control,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,21,predictive,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,21,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,38,control,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,38,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,38,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,36,control,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,36,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,36,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,31,control,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,31,predictive,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,31,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,30,control,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,30,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,30,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,37,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,37,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,37,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,39,control,1
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,39,predictive,1
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,39,explicit,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,24,control,1
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,24,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,24,explicit,2
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,23,control,1
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,23,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,23,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,4,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,4,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,4,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,15,control,1
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,15,predictive,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,15,explicit,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,3,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,3,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,3,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,12,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,12,predictive,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,12,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,40,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,40,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,40,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,2,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,2,predictive,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,2,explicit,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,13,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,13,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,13,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,5,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,5,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,5,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,14,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,14,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,14,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,22,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,22,predictive,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,22,explicit,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,25,control,3
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,25,predictive,4
1,8,A shy and introverted third-grader who discovers the joy of reading through the librarian's recommendations,25,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,32,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,32,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,32,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,35,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,35,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,35,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,34,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,34,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,34,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,33,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,33,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,33,explicit,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,20,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,20,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,20,explicit,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,18,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,18,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,18,explicit,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,27,control,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,27,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,27,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,9,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,9,predictive,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,9,explicit,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,11,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,11,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,11,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,7,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,7,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,7,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,29,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,29,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,29,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,16,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,16,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,16,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,6,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,6,predictive,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,6,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,28,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,28,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,28,explicit,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,17,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,17,predictive,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,17,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,1,control,1
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,1,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,1,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,10,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,10,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,10,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,19,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,19,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,19,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,26,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,26,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,26,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,8,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,8,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,8,explicit,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,21,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,21,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,21,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,38,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,38,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,38,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,36,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,36,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,36,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,31,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,31,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,31,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,30,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,30,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,30,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,37,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,37,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,37,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,39,control,1
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,39,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,39,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,24,control,1
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,24,predictive,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,24,explicit,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,23,control,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,23,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,23,explicit,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,4,control,2
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,4,predictive,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,4,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,15,control,1
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,15,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,15,explicit,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,3,control,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,3,predictive,4
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,3,explicit,3
2,8,An elementary school student who prefers reading traditional storybooks over digital ones,12,control,3
